sentence,tag1,tag2,tag3,section,notes
The other three scatterplots depict the log transformation combinations with a linear trend line to help visualize which transformation pair elicits the most linear relationship,Struct,MethJust,,Data,
We concluded that a log transformation on both of the variables provides the most linear relationship as the points on this scatterplot most closely follow the linear smoother (4),MethDef,MethJust,,Data,?
"This log-log scatterplot, on the bottom right of figure 4, visualizes clearly visualizes the roughly linear and inverse relationship between lifespan and metabolic rate",Struct,,,Data,?
Such that lower metabolic rates appear to be related to larger lifespans,IntVar,,,Data,?
This insight gives us valuable preliminary information before we begin building our model and answering Jorgensen's research questions (5),IntVar,,,Data,(Interpretation in terms of analysis)
"Also, our conclusion to conduct a log-log transformation on the data is supported when we explore the effect of these transformations on the distribution of each variable",,,,Data,
Figure 4 depicts the histograms of the log-transformed lifespan and metabolic rate variables,Struct,,,Data,
"Comparing these histograms to those in figures 1 and 2, we can see that both variables are more centered and are less skewed to the right",DataStat,,,Data,
"However, we must not that the log-transformed metabolic rate distribution is slightly skewed to the left although it appears significantly more normal than without the transformation (5)",DataStat,,,Data,?
"Since these variables are not perfectly normally distributed with the log transformations and their relationship is only approximately linear, this suggests that a non-parametric model might best capture the relationship in the data rather than a linear model",IntVar,DataStat,,Data,?
"However, we still expect both models to depict an inverse relationship between metabolic rates and lifespans across animals and also both models will use this log-log transformation (6)",HypDef,MethDef,,Data,?
Modeling & Diagnostics,Title,,,RS,
We constructed a linear model and 5 smooth spline models to fit the relationship between lifespan and metabolic rate and answer Jorgensen's questions,MethDef,,,RS,
These models can be seen below,Struct,,,RS,
Linear model: $ln(Lifespan_i) = beta_1 ln(Metabolic  Rate_i) + epsilon_i$ (1) Smooth Spline models: $ln(Lifespan_i) = s_{df}(ln(Metabolic  Rate_i)) + epsilon_i$ (2),MethDef,,,RS,
Note that neither model includes an intercept term because its interpretation in the context of this research would be an extrapolation since metabolic rate would have to equal 1 (log(1) = 0) which would mean that an animal’s energy consumption is exactly equivalent to its body mass,MethJust,,,RS,
"As this is impossible and the maximum value of metabolic rate in the dataset is 0.04, having an intercept for the models would not make sense",MethJust,,,RS,
"For the spline model, s() denotes a non-linear smoothing function with df number of degrees of freedom",MethDef,,,RS,
"In this context, df includes 3,4,5,6, and 7 such that there are five smoothing spline models, one for each unique value of degrees of freedom",MethDef,,,RS,
"We decided to use linear and smooth spline models to analyze whether the data can be better fit by a linear model, suggesting that the data is linear, or if a non-linear approach yielded a better fit",MethDef,MethJust,,RS,?
We varied the degrees of freedom in our smooth spline model to test which level of complexity would yield the best fit while not changing the overall shape of the non-parametric model,MethDef,,,RS,
"As for additional covariates, we examined the addition of the temperature variable (kelvin) to the linear model both with a log transformation and without one",MethDef,,,RS,
"After conducting an ANOVA test on our simple and these more complex models, we chose to favor our simpler model as both tests yielded p-values greater than 0.05 (log-transformed temperature: p = 0.3361, non-transformed temperature: p-value = 0.2252)",MethDef,MethJust,,RS,?
We were not concerned about the simplicity of our model as there were no other potential confounders within the dataset that may influence both the metabolic rate and lifespan of animals,MethJust,,,RS,
We didn’t test the inclusion of body mass (grams) into the models as this would have surely resulted in multicollinearity due to our interpretation of metabolic rate as the amount of energy used per body mass (watts/grams),MethJust,MethDef,,RS,
"Next in our modeling analysis, we will determine which of these six models best fit the data by calculating each model’s prediction error using cross-validation techniques",MethDef,,,RS,
Table 1 depicts the prediction errors and standard errors for the linear and spline models we produced using 5-fold cross-validation (3),Struct,MethDef,,RS,
"Based on these results, we determined that the spline model with 6 degrees of freedom provided the best fit for the data since it has the smallest prediction error (0.3538)",MethDef,MethJust,,RS,quantitative MethJust
It is important to note that the difference between all 6 of these models did not appear to be significant,MethJust,,,RS,?
Such that the differences between the prediction errors of the best model versus all the other models (ranging from 0.0002 to 0.0119) are less than the best model's estimated standard error (0.016),MethJust,,,RS,
This suggests that differences between the models are not significant and depending on the random folds selected in our cross-validation other models may have the lowest prediction error,MethJust,IntVar,,RS,
This means that we can not confidently say that our best performing smooth spline model is a better fit to the data than a linear model,MethJust,,,RS,
"With that said, we will continue to use the smooth spline model with 6 degrees of freedom as our selected model freedom since it produces the lowest prediction error (5)",MethDef,MethJust,,RS,
"Next, we will examine the model and residual diagnostics for our selected plot",Struct,,,RS,
Figure 5 visualizes the scatter plot of the log-transformed lifespan and metabolic rate with a smoothing spline trend line with 6 degrees of freedom,Struct,,,RS,
The trend line appears to capture the shape of the relationship between the two variables well without overfitting,MethJust,,,RS,
"However, this is only a preliminary conclusion",Other,,,RS,?
We must now examine the residual diagnostics to see whether the model assumptions hold for the smooth spline,Struct,,,RS,?
"Model assumptions for smooth splines are similar to those of linear models such that they include the errors are normal, homoskedastic, and that the observations are independent",MethJust,,,RS,
Figure 6 depicts the residual plot and qq plot for our selected model,Struct,,,RS,
Note that only plotting against the fitted values is equivalent to plotting against the log of metabolic rate since our model only has one predictor,MethJust,,,RS,
"Based on the residual plot, the residuals appear to have a random spread approximately centered about zero",MethJust,,,RS,
"However, there may be some heteroskedasticity such that residuals for larger values of the log of metabolic rate are mostly negative",MethJust,,,RS,
This is a minor violation of the homoskedasticity assumption,MethJust,,,RS,
"Looking at the qqplot, we can see that the points closely follow the diagonal with only minor deviations at the tails",MethJust,,,RS,
This suggests that the residuals are normally distributed,MethJust,,,RS,
To improve our model to address this minor error of heteroskedasticity we could have used a robust smoothing spline which includes robust standard errors within our smoothing spline model,MethJust,,,RS,?
"Other than this minor deviation, our model met all the assumptions necessary and appears to fit well (4)",MethJust,,,RS,
To determine which bootstrapping method is appropriate for this data we must refer to our conclusions from examining the residual diagnostics,MethJust,,,RS,
"Given that we identified slight heteroskedasticity and our smoothing spline model is not linear, we can not conduct a fully parametric or resampling of residuals bootstrap method",MethJust,,,RS,
"Rather, we should use a resampling of cases approach which only makes the assumption that the log of lifespan and log of metabolic rate variables are independent and identically distributed random variables",MethDef,MethJust,,RS,
"Furthermore, even if the residuals can be interpreted as homoskedastic, the resampling cases method would remain valid which makes it a statistically appropriate method either way (6)",MethJust,,,RS,
Results,Title,,,RS,
"Using the smoothing spline model with 6 degrees of freedom, we examined the relationship between lifespan and metabolic rate to determine whether lower metabolic rates resulted in longer lifespans",RQDef,MethDef,,RS,?
Figure 7 visualizes a scatterplot of the predicted log of lifespans given the log of metabolic rates,Struct,,,RS,
"From this graph, we can see that animals with lower metabolic rates also tend to have longer lifespans",ResDesc,,,RS,
This relationship appears to be relatively constant except for animals with log metabolic rates between -8 and -7,ResDesc,,,RS,
"For these animals, their lifespans appear to be equivalent and not change with their metabolic rate",ResDesc,,,RS,
"However, for the most part, we see an inverse relationship between the log metabolic rate and log lifespan in this graph (1)",ResDesc,IntVar,,RS,、
"Next, we sought to determine the average lifespan of the crab-eating raccoon with a 50% smaller metabolic rate",RQDef,,,RS,?
"To first tackle this question, we identified the crab-eating raccoon’s characteristics to calculate its smaller metabolic rate, input that value into our model to determine the estimated mean log of lifespan and then perform an exponential transformation on that result to get an interpretable output in years",MethDef,,,RS,
"We found that with a 50% smaller metabolic rate, an animal with the crab-eating raccoon’s characteristics has a mean lifespan of 20.78 years (2)",ResDesc,,,RS,
"Although the lifespan of a crab-eating raccoon with a standard metabolic rate is 19 years, we can not be certain that reducing its metabolic rate by 50% results in an increased lifespan until we derive a pivotal confidence interval",IntVar,,,RS,
We calculated a 95% pivotal confidence interval for the mean lifespan using 1000 bootstrap iterations,MethDef,,,RS,
This confidence interval yielded a range of 18.57 to 22.98 years for the mean lifespan of a crab-eating raccoon with a 50% slower metabolic rate,ResDesc,,,RS,
"Given that the original lifespan of a crab-eating raccoon, 19 years, is within this interval we can not confidently conclude that reducing the metabolic rate of Jorgensen’s pet by 50% will result in a lifespan greater than its original one without the metabolic rate reduction (3)",IntVar,,,RS,
Conclusions,Title,,,Discuss,
"In this study, we used a smooth spline model with 6 degrees of freedom to examine the relationship between metabolic rate and lifespan",MethDef,RQDef,,Discuss,?
"We found that their relationship is inverse, such that slower metabolic rates yield longer lifespans",ResDesc,,,Discuss,
"However, this inverse relationship is not constant throughout all values of metabolic rates",ResDesc,,,Discuss,
"After conducting log transformations on both variables, we found that their relationship is also approximately linear (1)",ResDesc,MethDef,,Discuss,
We tested potential confounding variables in the dataset and determined that a simple model produced the best fit for the data's relationship,MethDef,MethJust,,Discuss,?
"Although the relationship between the transformed variables is linear, we decided to use a non-parametric smoothing spline model because it yielded the lowest prediction errors among the models tested, including the linear model",MethDef,MethJust,,Discuss,?
"Using our selected model, we examined whether reducing the metabolic rate of Jorgensen's crab-eating raccoon would cause its lifespan to change",RQDef,,,Discuss,
"Through a 95% pivotal confidence interval of 18.57 to 22.98 years, we concluded that this reduction in the pet's metabolic rate would not yield a change to its lifespan since its original lifespan of 19 years is within this confidence interval (2)",ResDesc,IntVar,,Discuss,
"As for limitations in our analysis, I believe that there are potential confounders unaccounted for in the AnAge database that impact animal lifespans",LimData,,,Discuss,
It may have been useful to control for other characteristics such as caloric consumption and endangered species classifications,LimData,,,Discuss,
Diets of animals may have an impact on their lifespan because scavengers and other animals who have trouble finding consistent food may prematurely die of hunger rather than natural causes,LimData,,,Discuss,
"Also, it would have been useful to know which animals were classified as endangered species because endangered animals may have some hunting protections such that their lifespans will not be cut short by hunters",LimData,,,Discuss,
Whereas other animals that are not endangered and do not have hunting protections may have shorter lifespans on average after controlling for other relevant animal characteristics,LimData,,,Discuss,
Including these variables in my regression models may have led to different model selections and would have better identified the true relationship between metabolic rate and lifespan (3),LimData,,,Discuss,FuWork?
