sentence,tag1,tag2,tag3,section,notes
"However the differences in the mean squared errors and the standard errors are quite small, suggesting that we can not definitively tell which model is better",MethJust,,,RS,
"Since the models have relatively similar perfmance, following Occam's Razor we choose the simpler, linear model",MethDef,MethJust,,RS,
Diagnostics,Title,,,RS,
(4) Figure 5 shows the residuals vs fitted and normality plots for the linear model we chose,Struct,,,RS,
Based on the normality plot it seems like our normality assumption is fine,MethJust,,,RS,
"However, in the residual plot it seems that the constant variance assumption may be violated",MethJust,,,RS,
"Looking at Figure 6, it appears that a line fits the scatter plot generally well, but we might have some concern when using this model to predict an animal's lifespan using its metabolic rate because lifespan seems to largely vary at certain metabolic rates",MethJust,,,RS,
(5) The differences between the largest mean squared error of models and the smallest mean squared error for the spline models are smaller than the differences between the standard errors,MethJust,,,RS,
So the models don't seem to differ significantly in performance,MethJust,,,RS,
"(6) Based on our diagnostics plots, we have no problem with the normality assumption for our model, however we have a problem with our constant variance assumption",MethJust,,,RS,
Because our constant variance assumption is an issue we can't use our normal parmetric bootstrap method,MethJust,,,RS,
"Instead we can use our resampling of residuals bootstrap method, as that would be more appropriate in this situation",MethDef,,,RS,
Results,Title,,,RS,
"(1) According to our model, animals with lower metabolic rates have longer lifespans",ResDesc,,,RS,
"For every one unit increase in log metabolic rate, there is 0.51269 decrease in log lifespan",IntVar,,,RS,?
"This translates to for every one unit increase in metabolic rate, there is a decrease in lifespan of 1.669777 years",IntVar,,,RS,?
"(2) Applyin the model to the crab-eating raccoon, we estimate that with a 50% decrease in metabolic rate its lifespan would be 28.42159 years",ResDesc,,,RS,
The crab-eating raccoon's mean lifespan is 19 years at its normal metabolic rate,ResDesc,,,RS,
"This is what expected, mean lifespan goes up when metabolic rate decrease",IntVar,,,RS,
"(3) The pivotal 95% resampling of residuals bootstrap method confidence interval with 1000 iterations gives us an interval of (19.24863,41.35943)",ResDesc,,,RS,
Conclusions,Title,,,Discuss,
(1) We did find a relationship between metabolic rate and lifespan,ResDesc,,,Discuss,
After transforming the data we observed a negative linear relationship,ResDesc,,,Discuss,
"With one unit of increase in metabolic rate, there is decrease in lifespan of 1.669777 years",IntVar,,,Discuss,
(2) Preston Joregensen can conclude that reducing the crab-eating raccoon's metabolic rate by 50% increases its lifespan years from 19 to 28.42159,IntVar,,,Discuss,
"The confidence interval of (19.24863,41.35943) years doesn't include the normal lifespan which is sufficent evidence to suggest an increase in lifespan",IntVar,,,Discuss,
