sentence,tag1,tag2,tag3,section,notes
"However, in the plot of residuals against our explanatory variable, the residuals seem to be more spread out at the lower values of log(Metabolic.by.mass)",MethJust,,,RS,? (limitation)
This indicates a possible violation of the constant variance assumption,MethJust,,,RS,?
"There is also a small possibility of a violation of the Gaussian noise assumption, as there is a little bit of deviation from the straight line in the qq-plot at both ends of the plot",MethJust,,,RS,?
"It is possible that other nonlinear transformations of our variables (Lifespan and Metabolic.by.mass) could result in residuals that do not have indications of assumption violations (specifically constant variance and Gaussian noise assumptions), but we chose log transformation because it seemed to be the best choice for fitting our models to our data (4)",MethDef,MethJust,,RS,
"From our residual diagnostic plots, it seems that bootstrapping by resampling cases is the most appropriate choice for our data",MethDef,,,RS,
"This is because the residuals plots lack homoscedasticity, and the qq-plot indicates a possible violation of the residuals' normality (6)",MethJust,,,RS,
Results,Title,,,RS,
"As requested by Jorgensen, we will use our spline model to determine whether animals with lower metabolic rates have longer lifespans",RQDef,MethDef,,RS,
"In order to do this, we again look at our spline curve with our plotted data points",Struct,,,RS,
"As seen from the plot in Figure 4 below, the spline curve is always decreasing, suggesting a negative relationship between log(Lifespan) and log(Metabolic.by.mass), which in turn suggests a negative relationship between Lifespan and Metabolic.by.mass",ResDesc,,,RS,
"Therefore, our model and data indicate that animals with lower metabolic rates have longer lifespans (1)",IntVar,,,RS,
"Additionally, as requested by Jorgensen, we use our model to estimate the mean lifespan of animal with the characteristics of a crab-eating raccoon but with a 50% smaller metabolic rate",RQDef,,,RS,
"After taking into account the key characteristic variables (Metabolic.rate, Body.mass.g, and Metabolic.by.mass), applying the proper log transformations, and using our model, we estimate the mean lifespan of an animal with these characteristics to be 20.12 years (2)",ResDesc,MethDef,,RS,MethDef?
"We also constructed a 95% confidence interval for this mean lifespan, using the pivotal confidence interval and 1000 bootstrap iterations (bootstrap by resampling cases)",MethDef,,,RS,
"The resulting 95% pivotal confidence interval was [18.20, 22.21]",ResDesc,,,RS,
"That is, one can expect the mean lifespan of an animal with the same characteristics as a crab-eating raccoon but with a 50% smaller metabolic rate to be between 18.20 and 22.21 years (3)",IntVar,,,RS,
Conclusions,Title,,,Discuss,
"In this study, we used a smoothing spline to examine the relationship between the metabolic rate of animals and their lifespan",RQDef,MethDef,,Discuss,
"Analyzing the portion of data from the AnAge database with our model, we concluded that there is a negative relationship between metabolic rate and lifespan",ResDesc,DataDesc,,Discuss,
This means that a lower metabolic rate corresponded to a higher lifespan (1),IntVar,,,Discuss,
"Moreover, we concluded that this relationship between metabolic rate and lifespan was nonlinear",ResDesc,IntVar,,Discuss,?
"Lastly, we used our model to find that the mean lifespan of an animal with the crab-eating raccoon’s characteristics but a 50% smaller metabolic rate is 20.12 years, with a pivotal confidence interval of [18.20, 22.21]",ResDesc,IntVar,,Discuss,?
"However, Jorgensen cannot conclude that reducing the crab-eating raccoon's metabolic rate by 50% would cause its lifespan to change",IntImp,,,Discuss,
"We cannot conclude a direct causation effect, only association between metabolic rate and lifespan",IntImp,LimAna,,Discuss,LimAna?
There may be confounding variables that were not including in our dataset,LimData,IntImp,,Discuss,
"As a result, Jorgensen cannot conclude that reducing the crab-eating raccoon's metabolic rate by 50% would cause its lifespan to change (2)",IntImp,,,Discuss,
Our analysis had limitations that might affect our conclusions,Struct,,,Discuss,?
"One limitation is that our model's residuals lacked homoscedasticity, and there were also signs that our residuals may not be normal",LimAna,,,Discuss,
"These problems indicate that our model assumptions may be violated, which in turn means that our conclusions may be affected",LimAna,,,Discuss,
"Our analysis could also be improved with more data on the animals, as it is possible that there is a confounding variable influencing the relationship between metabolic rate and lifespan (3)",LimData,,,Discuss,FuWork?
