sentence,tag1,tag2,tag3,section,notes
"However, we remain interested in exploring a different possible relationship: sex and drug habits",RQDef,,,RS,
We hypothesize that there will be an association between sex and drug habits,HypDef,,,RS,
Our null and alternative hypotheses are as follows,Struct,,,RS,
H0: There is no association between sex and drug habits (sex and drug habits are independent),HypDef,,,RS,
Ha: There is an association between sex and drug habits (sex and drug habits are dependent),HypDef,,,RS,
"Before formally testing the hypothesis, we will compare the differences in proportions between the categorizations within the drug variable among males and females",Struct,,,RS,
The following figure displays a contingency table for proportion for each group,Struct,,,RS,
"As did the first two contingency tables, we can observe that males have higher proportions within every single drug category",ResDesc,,,RS,
These differences in proportion informally suggest a relationship between sex and drug habits,IntVar,,,RS,
"As in our first two research scenarios, we assess our hypotheses with a formal inference for contingency tables",Struct,,,RS,
"Again, we are looking at the relationship between a categorical explanatory variable and a categorical response variable",MethJust,,,RS,
"Therefore, we will use the Chi-Square Test again",MethDef,,,RS,
All of the formal conditions that must be met in order to use the Chi-Square Test have been discussed and justified in the first research question,Struct,,,RS,
We carry out our test at alpha=0.05,MethDef,,,RS,
"Our Chi-Square Test produces a test statistic of Chi-Sq=5.9983, and a p-value of 0.1117",ResDesc,,,RS,
"Since the p-value is greater than 0.05, we fail to reject the null hypothesis that there is no association between sex and drug habits, and conclude that there is not sufficient evidence for a relationship between sex and drug habits",IntVar,,,RS,
Discussion,Title,,,Discuss,
"In this project, we examine the possible relationships between sex and drinking, smoking, and drugs habits",RQDef,,,Discuss,
"In all three scenarios, we did not obtain p-values that were less than our alpha level (0.05)",ResDesc,,,Discuss,
"Therefore, we failed to obtain sufficient evidence required in order to reject our null hypotheses",ResDesc,,,Discuss,
"Research has shown that on average, men tend to drink and smoke more, and use more drugs",Context,,,Discuss,
"Although our research does not align with the evidence of a relationship between sex and substance-use habits, we could infer that our volunteered sample produced bias within the data",IntVar,LimData,,Discuss,
Future research regarding this topic would need to use random sampling in order to eliminate bias and properly justify all the conditions required in order to use the Chi-Square Test,FuWork,,,Discuss,
