sentence,tag1,tag2,tag3,section,notes
"Starting with the frequency bar graph of categories (figure 1, below), we observe that the most frequent category is Entertainment",ResDesc,Struct,,RS,?
"There are more than 500 channels that categorized themselves as Entertainment (count of 517), whereas Music comes in second with almost 200 channels (count of 204)",ResDesc,,,RS,
Maybe this category seems the most general and is the most alluring to creators that do not know what to label their channel as,IntImp,,,RS,
"An alternative assumption is that instead of record labels viewing their content solely as Music, they may categorize their channels as Entertainment",IntImp,,,RS,
"Further examination of the results displays Sports as the least frequent category, with less than 50 channels (count of 23) and News & Politics coming in as second last with less than 50 channels (count of 46)",ResDesc,,,RS,
"We can argue that because official sport games are aired live on TV for free, there wouldn’t be a reason to create many channels to air games",IntImp,,,RS,
"According to the data presented in the frequency bar chart (figure 1), as well as in our frequency table for categories (table 1), our hypothesis cannot be supported",IntVar,,,RS,
Popular Channel Categories have more Subscribers,Title,,,RS,
Our second research question is to see if their is a relationship between categories and subscribers and characterize if there is one present,RQDef,,,RS,
We hypothesize that the channels labeled with the frequent categories have more subscribers than the channels labeled as the least frequent categories,HypDef,,,RS,
"The more channels there are under one category, the better chance that that specific category will have more subscribers compared to a category that has a lesser count since there are more channels to subscribe to",HypJust,,,RS,
The higher frequency of one category increases its’ chances of getting more subscribers,HypJust,,,RS,
"We assume then by this reasoning, that because the Sports category is the least frequent out of all, it will also have the the least number of subscribers",HypDef,,,RS,
This then means that the Entertainment category will have the most number of subscribers because it was the most frequent category,HypDef,,,RS,
"From the table above, we can see that the category with the biggest mean of subscribers is Comedy, not Entertainment",ResDesc,Struct,,RS,
"The smallest mean is News & Politics, not Sports",ResDesc,,,RS,
We can also see that there is indeed variation between the means of the subscribers for the categories,ResDesc,,,RS,
"To then test the relationship between subscribers and category graphically, we use a side-by-side boxplot diagram (figure 2 below)",MethDef,Struct,,RS,
"Although we see some slight differences in the means and medians for subscribers given by category, the variation displayed is sufficiently large and the different boxplots sufficiently similar that we do not have sufficient evidence to back up our hypothesis and state that there is a relationship between the number of subscribers and the channel’s category",ResDesc,IntVar,,RS,
Popular Channel Categories have more Views,Title,,,RS,
Our third research question is to see if their is a relationship between categories and views and characterize if there is one present,RQDef,,,RS,
We hypothesize that the channels labeled with the frequent categories have more views than the channels labeled as the least frequent categories,HypDef,,,RS,
"The more channels there are under one category, the better chance that that specific category will have more views compared to a category that has a lesser count",HypJust,,,RS,
"We say since there are more channels under the most frequent category, this also means that there are more videos uploaded which allows for a higher view count",HypJust,,,RS,
The higher frequency of one category increases its’ chances of getting more views,HypJust,,,RS,
"We assume then by this reasoning, that because the Sports category is the least frequent out of all, it will also have the the least number of views",HypDef,,,RS,
This then means that the Entertainment category will have the most number of views because it was the most frequent category,HypDef,,,RS,
"From the table above, we can see that the category with the biggest mean of views is Music, not Entertainment",ResDesc,Struct,,RS,
The smallest mean is Sports,ResDesc,,,RS,
We can also see that there is indeed variation between the means of the views for the various categories,ResDesc,,,RS,
"To then test the relationship between category and views graphically, we use a side-by-side boxplot diagram (figure 3 below)",MethDef,,,RS,
"In this figure, the boxplots distributions look very similar, in terms of outliers and slight median differences",ResDesc,,,RS,
"The distributions are sufficiently similar, that we do not have enough evidence to back up our hypothesis and state a valid claim that there is a relationship between category and views",IntVar,,,RS,
Discussion,Title,,,Discuss,
"Our research analysis concentrated on the qualitative variable Category for a sample of 1259 YouTube Channels, examining relationships (if any) with subscribers and views",DataDesc,RQDef,,Discuss,
The most popular category was Entertainment and the least popular was Sports,ResDesc,,,Discuss,
"Overall, we did not find a strong relationship between category and subscribers nor views",ResDesc,,,Discuss,
"Our analysis does have limitations, such as the fact that certain YouTube channels were excluded due to the fact of their popularity and such high extreme numbers ( ex: PewDiePie, gaming channel with second highest number of subscribers)",LimAna,,,Discuss,
"Future analysis should also include how drastic events in society may influence the amount or type of content uploaded, age demographics of these channels, screen time of the subscribers, and especially asking Social Blade the salary and wages of these channels",FuWork,,,Discuss,
"Knowing this extra information plus our analysis can help creators who want to get paid for uploading videos see how all these variables tie together and help guide their YouTube career- whether this be choosing a category to influence their content, show how there are no relationships between category and subscribers as well as category and views which can help if they don’t think their chosen/favorite category is not as popular as others",RQSig,,,Discuss,
