sentence,tag1,tag2,tag3,section,notes
"To visualize what drug usage attributes to each body type, we observe the bar graph below",MethDef,Struct,,RS,?
"The x-axis describes body type and y-axis describes the amount of users attributing to “never” (green) “sometimes” (orange), “often” (red), and “no answer” (blue)",Struct,,,RS,
"We observe from fig 1 that all physically well groups besides “jacked” have the greatest amount of users who “never” used drugs, with 185 being “fit”, ""201 being “athletic” and 267 being “average”",ResDesc,,,RS,
We notice “jacked” is an outlier with only 7 non drug users,ResDesc,,,RS,
"We observe that people deviating from physical wellness have far fewer people identifying with “never” using drugs, e.g., “overweight” with 20 and “a little extra” with 71",ResDesc,,,RS,
We could suggest that physically well people stray away from drug use more than those deviating from physical wellness,HypDef,,,RS,?
Further summarization of the data shows 64% of all OKCupid users “never” used drugs while only 1.3% “often” use drugs,ResDesc,,,RS,
"Out of all physically well people, 66% classify as non drug users",ResDesc,,,RS,
Now we’ll create a formal hypothesis,Struct,,,RS,
"Using the fact that we observed a large amount of physically well people “never” used drugs (66%), we form the hypotheses",HypJust,,,RS,
A one-sample proportion test of the drug use being “never” returns a p-value of 0 and a 95% confidence interval of 0.6154 to 0.666,ResDesc,MethDef,,RS,
"Note that np >= 10 and n(1-p) >= 10 for groups of drug use tested, so the test is valid",MethJust,,,RS,
"Because p < 0.05, there’s not significant evidence to reject the null hypothesis",ResDesc,,,RS,
"In the context of the data, it is reasonable to say that a lack of drug use is seen in physically well people",IntVar,,,RS,
Does Drug Avoidance Indicate Average/Higher Income,Title,,,RS,
This research question explores whether or not drug use is an indicator of income,RQDef,,,RS,
"Preamble: We define lower income as being under the median income of the sample, which we define below",MethDef,,,RS,
"To visualize drug use in correlation with lower income, we observe the box plots below",MethDef,Struct,,RS,
"For context, the median salary of all OkCupid users is $50,000",ResDesc,,,RS,
From this data we may suggest that lack of drug use attributes to an income at or higher than the median of all salaries,HypDef,,,RS,?
We can formally test our research question of whether drug avoidance indicates at or above median income with an ANOVA test,MethDef,,,RS,
The ANOVA test is valid because n >= 30 for all groups of drug use tested,MethJust,,,RS,
The ANOVA test returns an F-score of 25.4705 and a P-value of 0 < 0.05,ResDesc,,,RS,
"Therefore, there is not significant evidence to reject the null hypothesis",ResDesc,,,RS,
"In the context of the data, we see that there is not a reasonable difference in income between different levels of drug use",IntVar,,,RS,
Is There A Relationship Between Drug And Alcohol Use,Title,,,RS,
"Although alcohol is a drug in itself, it gets its own category on an OkCupid profile from drug use",DataDesc,,,RS,
That begs the question if there is a relationship between alcohol usage and other drug usage,RQDef,,,RS,
We observe the following contingency table to view relationships between varying levels of drug use and alcohol use,MethDef,Struct,,RS,?
"We can draw observations from fig 3 like that non drug users have the highest proportion of “social” drinkers with a proportion of 0.439, whereas “often” drug users have a proportion of “social” drinkers of only 0.005",ResDesc,,,RS,
"Conversely, people who drink “not at all” have a proportion of “never” drug users of 0.057 and a proportion of “often” drug users of only 0.001",ResDesc,,,RS,
"It seems from the data that people who don’t use drugs use drinking as a substitute, whereas people who don’t drink don’t bother doing drugs as a substitute at all",IntImp,,,RS,
We can form our formal hypothesis from this idea as well as choose a test,Struct,,,RS,Other?
"To test the research question, we can perform a Pearson’s Chi-squared test",MethDef,,,RS,
The test is valid because all groups tested have an np >= 10 and n(1-p) >= 10,MethJust,,,RS,
The Chi-squared test returns an X-squared value of 158.35 and a p-value < 2.2e-16 < 0.05,ResDesc,,,RS,
We therefore fail to reject the null hypothesis,ResDesc,,,RS,
"In the context of the data, there is not a significant relationship between drinking and drug use among OkCupid users",IntVar,,,RS,
Discussion,Title,,,Discuss,
This report observed profile information like physical fitness and income among OkCupid users and how it relates to drug use,RQDef,,,Discuss,
The data used for this report was scraped from the OkCupid site and was sampled from 1500 San Francisco users,DataDesc,,,Discuss,
"We found that there is a significant relationship between drug use and physical fitness, where a lack of drug use does have a significant relationship with physical well-being",IntVar,,,Discuss,ResDesc?
"However, our study was limited in that we could not find a casual relationship between the two",LimAna,,,Discuss,
"In the future, we can perform experimental research by picking out groups of people to do and not to drugs for a set period of time and tracking the difference in their physical well-being before and after the experiment",FuWork,,,Discuss,
The last two research questions ended with a lack of significant relationship being found,ResDesc,,,Discuss,?
We could not find a significant relationship between income level and drug use,IntVar,,,Discuss,
Our inference may be lacking in that it was not specific enough about when the wealth/income was obtained versus when drugs were actually in use,LimAna,,,Discuss,
In fact there was not enough data in a dating profile to even answer that specific a question,LimData,,,Discuss,
The final research question concluded that there is not a significant relationship between drinking and drug use,IntVar,,,Discuss,
We can actually see social normalization of alcohol versus other drugs like marijuana when trying to form this conclusion,IntImp,,,Discuss,?
"OkCupid provides only 4 objective options to how much a person uses drugs whereas for drinking habits, offers more subjective options like “socially” and “desperately”, as if those attributes could not be applied to marijuana use (they can)",LimData,IntImp,,Discuss,?
Modern normalization of alcohol makes the final research question harder to produce an unbiased answer for,LimAna,,,Discuss,?
Perhaps a more directed study toward alcohol and drug use is required to produce a faithful conclusion rather than information from a dating site,FuWork,,,Discuss,
"Overall, our analyses provide great insight into not just our research questions, but future research that can find useful relationships between drug use and other important factors of life, like income and substance usage",RQSig,,,Discuss,FuWork?
