sentence,tag1,tag2,tag3,section,notes
"To get a basic visual representation of the data, we created a box plot comparing the distribution of age across the 4 groups of status (shown in Figure 5)",MethDef,,,RS,
"We can see that people who are single, seeing someone, or available are mostly younger adults around with a median age of 30 years old while those who are married have a median age of 40 years old",ResDesc,,,RS,?
This suggests a possible association between these two variables,HypJust,,,RS,?
"Since the conditions are mostly satisfied, we decide to proceed with the ANOVA test at the 0.05 significance level",MethDef,,,RS,
"After performing the test, we get a test statistic of F = 1.9935 and a p-value = 0.0931",ResDesc,,,RS,
"Since our p-value of 0.0931 is greater than 0.05, we fail to reject the null hypothesis that the means are equal",ResDesc,,,RS,
There is no sufficient evidence to conclude that there is an association between status and age,IntVar,,,RS,
Relationship between Status and Height,Title,,,RS,
Our next research question examine if there is a relationship between relationship status and height,RQDef,,,RS,
We hypothesize that status could indicate a user’s height or equivalently that there is a relationship between status and height,HypDef,,,RS,
"Let muS, muSS, muA, muM denote the average height of the users who are single, seeing someone, available, or are married",HypDef,,,RS,
Our formal hypotheses are,HypDef,,,RS,
"To get a basic visual representation of the data, we created a box plot comparing the distribution of height across the 4 groups of status (shown in Figure 6)",MethDef,,,RS,
"We can see that people who are single, seeing someone, available , or married mostly have a height around 70 inches",ResDesc,,,RS,
Those who are single have the greatest range in height while those who are married have the smallest,ResDesc,,,RS,
This suggests a possible association between these two variables,HypJust,,,RS,?
"Since the conditions are mostly satisfied, we choose to proceed with the ANOVA test at the 0.05 significance level",MethDef,,,RS,
"After performing the test, we get a test statistic of F = 1.5733 and a p-value = 0.1789",ResDesc,,,RS,
"Since our p-value of 0.1789 is greater than 0.05, we fail to reject the null hypothesis",ResDesc,,,RS,
There is no sufficient evidence to conclude that there is an association between relationship status and height of users,IntVar,,,RS,
Relationship between Sex and Status,Title,,,RS,
Our last research question will investigate if there is a relationship between sex and relationship status,RQDef,,,RS,
"To get a preliminary understanding of our data, we created a contingency table between sex and status (shown in Table 5)",MethDef,,,RS,
We can see that the greatest difference between female and male is 0.031 in the seeing someone status,ResDesc,,,RS,
"Overall, there is a slightly greater proportion of males across single and available status categories than female, which indicates an association",ResDesc,,,RS,
Our formal hypotheses are,HypDef,,,RS,
Null hypothesis: There is no association between sex and status,HypDef,,,RS,
Alternative hypothesis: There is an association between sex and status,HypDef,,,RS,
"Since we have a categorical explanatory variable (sex) and categorical response variable (status), we can conduct a chi-square test",MethDef,MethJust,,RS,
The conditions for inference are mostly satisfied as our data is randomly pulled by the computer with a sample size greater than 30,MethJust,,,RS,
The only caveat lies in the condition of justifying the shape of the chi-square distribution in which each expected count as to be at least 5,MethJust,,,RS,
Our smallest expected cell count is 3.08 (0.008x385) and 4.46 (0.003x1115) between male and female in the married group,MethJust,DataDesc,,RS,
We thought it would be inappropriate to combine it with any other group as being married is usually not indicative that they are open to be engaging in another relationship,MethJust,,,RS,
"As a result, we decided to accept it as the condition of 5 is only slightly violated and proceed with the chi-square test",MethJust,,,RS,
"After performing the test, we get a p-value = 0.0152",ResDesc,,,RS,
"Since our p-value is less than 0.05, we reject the null hypothesis",ResDesc,,,RS,
There is sufficient evidence to conclude that there is an association between sex and relationship status of users,IntVar,,,RS,
Discussion,Title,,,Discuss,
"Our investigation looked at three different variables of age, height, and sex and their relation to status",DataDesc,,,Discuss,
Our tests indicated an association between sex and status but no association between status and age or height,IntVar,,,Discuss,
"However, it is important to note that the conclusion from chi-square test do not explain the cause of one variable on another and merely indicates an association between sex and status",LimAna,,,Discuss,?
A limitation to our study was that there was some conditions that were not able to be satisfied due to the grouping of our data,LimAna,,,Discuss,?
We could improve this by further organizing the data into larger bins so that they are less sparsed out,FuWork,,,Discuss,?
"Another limitation is that the raw data includes unknown variables that is not taken in account in some of the tests, which an alter our results",LimData,,,Discuss,?
"To address this, the raw data should be organized into groups that would be reflected in the tests whether that is completely omitting the unknown data or creating another variable for it",FuWork,,,Discuss,?
"In addition, it is important to note that the results in our tests only indicate an association between age, height, or sex and status",LimAna,,,Discuss,
It does not explain the cause of the one variable on another,LimAna,,,Discuss,
"Future examinations can characterize other variables such as personalities and hobbies, which could help OkCupid develop features that would increase the chances of people finding someone with similar interests and personalities as them",FuWork,RQSig,,Discuss,
