sentence,tag1,tag2,tag3,section,notes
"The interquartile range for the Goalkeeper position is between 250 and 400, which is well above the ranges for the other positions",ResDesc,,,RS,
The last thing we observe is that there are no outliers when looking at all the data,ResDesc,,,RS,
"Overall, this suggests that there is a relationship between playtime and a player’s position",IntVar,,,RS,
"All standard deviations are within a factor of 2, meaning they are so sufficiently close to use ANOVA",MethJust,MethDef,,RS,
"Since our assumptions are met, we can perform the test at level 0.01",MethDef,,,RS,
"After performing the ANOVA test, we get a test statistic of F = 15.7301 and a p-value that is approximately 0 (p-value = 0)",ResDesc,,,RS,
"Since the p-value of 0 is below the alpha value of 0.01, we reject the null hypothesis",ResDesc,,,RS,
"This means that the mean playtime for each position is not equal, and we can conclude that there is sufficient evidence for a relationship between position and playtime",IntVar,,,RS,
"With this conclusion, we also see that the best position for a player in order to have the most playtime is Goalkeeper, followed by Defender, then Midfielder, and then Forward",IntVar,,,RS,
The Relationship Between a Soccer Player’s Position and their Shots Attempted,Title,,,RS,
Our second question will be to analyze if there is any association or correlation between a soccer player’s position and the shots that they attempt within a professional season,RQDef,,,RS,
"To measure this, we will need to conduct an inferential test and we will choose an alpha value of 1%",MethDef,,,RS,?
We hypothesize that there is a relationship between a player’s position and their shots attempted,HypDef,,,RS,
"To formulate this hypothesis, we will need to focus on the mean shots attempted for each position",MethDef,,,RS,?
"The positions of interest are again Goalkeeper, Defender, Midfielder, and Forward",MethDef,,,RS,?
"Respectively, Let msaG, msaD, msaM, and msaF represent the true mean shots attempted for each position",HypDef,,,RS,
Our null and alternative hypotheses are,HypDef,,,RS,
Alternate Hypothesis (HA): At Least one Mean not Equal,HypDef,,,RS,
"Before conducting a formal test for the hypotheses, we visually compare the distribution of shots attempted for the four player positions",Struct,,,RS,
Figure 2 below displays a boxplot of shots attempted for each position,Struct,,,RS,
We can see that the Forward position tends to attempt more shots than the other positions,ResDesc,,,RS,
The Defender position has a median of 1 shot attempted while the Midfielder position has a median of 2 shots attempted and the Forward position has the greatests median of 3 shots attempted,ResDesc,,,RS,
An interesting thing to point out is that the Goalkeeper position has no median,ResDesc,,,RS,
We also see that the minimum shots attempted for all positions is 0,ResDesc,,,RS,
"The maximum for midfielders is 15, the maximum for forwards is 27, the maximum for defenders is 11, and the maximum for goalkeepers is 1",ResDesc,,,RS,
Another thing we observe is that the interquartile ranges for all positions is between 0 and 10 shots attempted,ResDesc,,,RS,
"The last thing we observe is that there are some outliers above the upper fence in all positions, but the Forward position has the most and the highest",ResDesc,,,RS,
"Overall, this suggests that there is a relationship between playtime and a player’s position",IntVar,,,RS,
"All standard deviations are within a factor of 2, meaning they are so sufficiently close to use our ANOVA test",MethDef,MethJust,,RS,
"Since our assumptions are met, we can perform the test at level 0.01",MethDef,,,RS,
"After performing the ANOVA test, we get a test statistic of F = 33.3328 and a p-value that is approximately 0 (p-value = 0)",ResDesc,,,RS,
"Since the p-value of 0 is below the alpha value of 0.01, we reject the null hypothesis",ResDesc,,,RS,
"This means that the mean shots attempted for each position is not equal, and we can conclude that there is sufficient evidence for a relationship between position and shots attempted",IntVar,,,RS,
"With this conclusion, we also see that the best position for a player in order to have the most shots attempted is Forward, followed by Midfielder, then Defender, and then Goalkeeper",IntVar,,,RS,
The Relationship Between a Soccer Player’s Position and their Total Passes,Title,,,RS,
Our third question will be to analyze if there is any association or correlation between a soccer player’s position and the total passes they make within a professional season,RQDef,,,RS,
"To measure this, we will need to conduct an inferential test and we will choose an alpha value of 1%",MethDef,,,RS,
We hypothesize that there is a relationship between a player’s position and their total passes,HypDef,,,RS,
"To formulate this hypothesis, we will need to focus on the mean total passes for each position",MethDef,,,RS,?
"The positions of interest are once again Goalkeeper, Defender, Midfielder, and Forward",MethDef,,,RS,?
"Respectively, Let mtpG, mtpD, mtpM, and mtpF represent the true mean total passes for each position",HypDef,,,RS,
Our null and alternative hypotheses are,HypDef,,,RS,
Alternate Hypothesis (HA): At Least one Mean not Equal,HypDef,,,RS,
"Before conducting a formal test for the hypotheses, we visually compare the distribution of total passes for the four player positions",Struct,,,RS,
Figure 3 below displays a boxplot of total passes for each position,Struct,,,RS,
We can see that the Midfielder and Defender positions tend to make more passes than the other two positions,ResDesc,,,RS,
The Defender position has the greatest median of 89 total passes while the Midfielder position has a median of 72.5 total passes,ResDesc,,,RS,
The Forward position has a median of 35 total passes and the Goalkeeper position has a median of 52 total passes,ResDesc,,,RS,
We also see that the minimum total passes for all positions is 0 except for Goalkeeper which has a minimum of 4,ResDesc,,,RS,
"The maximum for midfielders is 563, the maximum for forwards is 321, the maximum for defenders is 402, and the maximum for goalkeepers is 149",ResDesc,,,RS,
Another thing we observe is that the interquartile ranges for all positions is between 0 and 200 total passes,ResDesc,,,RS,
"The last thing we observe is that there are some outliers above the upper fence in all positions, but the Midfielder position has the highest",ResDesc,,,RS,
"Overall, this suggests that there is a relationship between playtime and a player’s position",IntVar,,,RS,
"All standard deviations are within a factor of 2, meaning they are so sufficiently close to use our ANOVA test",MethJust,MethDef,,RS,
"Since our assumptions are met, we can perform the test at level 0.01",MethDef,,,RS,
"After performing the ANOVA test, we get a test statistic of F = 16.8992 and a p-value that is approximately 0 (p-value = 0)",ResDesc,,,RS,
"Since the p-value of 0 is below the alpha value of 0.01, we reject the null hypothesis",ResDesc,,,RS,
"This means that the mean total passes for each position is not equal, and we can conclude that there is sufficient evidence for a relationship between position and total passes",IntVar,,,RS,
"With this conclusion, we also see that the best position for a player in order to have the most total passes is Defender, followed by Midfielder, then Goalkeeper, and then Forward",IntVar,,,RS,
Discussion/Conclusion,Title,,,Discuss,
"In this study, we examined the relationship between a soccer player’s position and their statistics in terms of their playtime, shots attempted, and total passes",RQDef,,,Discuss,
We found that a player’s position is associated with all three variable statistics,ResDesc,,,Discuss,
"We first saw that the best position for playtime is by far Goalkeeper, the best position for shots attempted is Forward followed closely by Midfielder, and the best position for total passes is Defender followed closely by Midfielder",IntVar,,,Discuss,
The results of this study further imply that a player’s certain position is associated with certain variable statistics that are more prominent within these positions,IntImp,,,Discuss,
"It is also important to note that a player’s position does not correlate to these variable statistics, but is only associated with them",LimAna,IntImp,,Discuss,?
"A limitation of this study is that the sample may have been biased since it took data from the 2010 World Cup, which includes world-class players but not average professional league players",LimData,,,Discuss,
"Another limitation may be that other variable statistics not in the data were not tested, such as goals made",LimData,,,Discuss,
"In order for other studies to build on this work, it is important to look at other variable statistics such as goals made to determine if any of them are related to a soccer player’s position",FuWork,,,Discuss,
"Furthermore, it may be interesting for other studies that may base this work to look at the relationship between certain variable statistics and other sports",FuWork,,,Discuss,
