sentence,tag1,tag2,tag3,section,notes
"Specifically, the large sample size makes it so that the t-distribution is indifferent from Normal",MethJust,,,RS,
"After running this test, we find that the test statistic is t = 1.4867 and the p-value is 0.0688",ResDesc,,,RS,
"Since the p-value is not less than alpha significance levels 0.05 or 0.01, we do not reject the Null hypothesis",ResDesc,,,RS,ResDesc?
"In context, we have sufficient evidence to conclude that the true mean playing time is not greater than 200 minutes",IntVar,,,RS,
Question 2,Title,,,RS,
Is there a linear relationship between playing time and total passes,RQDef,,,RS,
We hope to investigate if there is an association between playing time and total passes,RQDef,,,RS,
"Since a greater playing time indicates that a player is on the field for a longer duration of time, it can be reasonable to assume that more time on the field can lead to more passes being made",HypDef,HypJust,,RS,
"However, this may not always be the case",HypJust,,,RS,Other?
Certain positions like the goalkeeper may not be making more passes just due to more time,HypJust,,,RS,
"However, we suspect that defenders, midfielders, and forwards pass more with more time played",HypDef,,,RS,
"When examining the scatterplot, the right-skewedness of TotalPasses is evident",ResDesc,,,RS,Meth?
We notice this with the heavy concentration of little passes made but then there are fewer numbers of many passes made,ResDesc,,,RS,
We can also notice the right skewedness of PlayTime as there are less and less plots as the x-axis increases,ResDesc,,,RS,
The relationship between PlayTime and TotalPasses is relatively linear and the spread of the data is reasonably consistent (as shown with the linear regression model),ResDesc,,,RS,
"Furthermore, the Pearson correlation coefficient of 0.815 is closer to 1, suggesting a more linear shape rather than a cloud-like shape",ResDesc,,,RS,?
This allows us to assume that knowing one variable helps in predicting the other,IntVar,,,RS,??
Estimated Total Passes = -5.98 + 0.43 * PlayTime,ResDesc,,,RS,
"The slope of 0.43 for the PlayTime indicates that for each additional minute of playing time, we estimate an additional half of a pass made for the player",IntVar,,,RS,?
We are aware that the data is fairly linear but will test for the regression slope,MethDef,,,RS,?
"Since we assume that more playing time equates to more passes made, we will test for an alternative hypothesis that is greater than 0",MethDef,,,RS,
"After performing the significance test, the p-value is about very close to 0, which is less than any alpha significance level and can therefore reject the Null hypothesis",ResDesc,,,RS,?
This allows us to conclude that we have sufficient evidence that there is a positive linear relationship between PlayingTime and TotalPasses made,IntVar,,,RS,
"Since there are 4 different main positions within soccer, we are interested in the distribution among the different positions",RQDef,,,RS,
We hypothesize that there may be different amounts of playing time dependent on position due to player availability and substitutions that can be made during the game,HypDef,HypJust,,RS,
"From this table, it can be seen that there is variability within the playing time for different positions",ResDesc,Struct,,RS,
"Midfielder and defender positions seem to have the highest mean playing time, whereas forwards seem to have a little lower of a playing time and goalkeepers have an extremely low playing time",ResDesc,,,RS,
The great range of variability can be further examined through a boxplot diagram,MethDef,,,RS,
"The median of playing time for goalkeepers is higher than the median for other positions, but goalkeepers did have the lowest average playing time",ResDesc,,,RS,
"The goalkeeper position has a few low outliers, which may explain the low value",ResDesc,,,RS,
"The defender, midfielder, and forward positions had similar spreads, but defenders had a higher median",ResDesc,,,RS,
This may be due to the lack of substitutions for defenders during a game,IntImp,,,RS,
"To determine if different positions affect the playing time, an analysis of variance test can be performed",RQDef,MethDef,,RS,?
The ANOVA test is justifiable since the group sample sizes are relatively large (the smallest population is 36 > 30),MethJust,,,RS,
"Moreover, we can say that the population standard deviations are about the same by comparing the sample standard deviation ([144.324 / 134.886] < 2)",MethJust,,,RS,
"After performing the test, an F-score of 15.7301 and p-value of about 0 is found",ResDesc,,,RS,
"Since the p-value (about 0) is less than any significant alpha value, we can reject the Null hypotheses",ResDesc,,,RS,
"In context, we do not have sufficient evidence that player position does affect playing time",IntVar,,,RS,
Discussion,Title,,,Discuss,
"The analysis on playing time of the 595 players from the 2010 FIFA World Cup gave more insight into how positions affect playing time, the amount of passes made, and how playing time is distributed amongst players",RQDef,DataDesc,,Discuss,
We found that World Cup players tend to have an average playing time of about 200 minutes,ResDesc,,,Discuss,
"However, we did not find enough evidence to determine that position affects the amount of time on the field that a player is given",IntVar,,,Discuss,
"Moving on, we did find an association between playing time and the total passes made",IntVar,,,Discuss,
This may help coaches understand that more playing time for their players may bring more passes amongst the team,IntImp,,,Discuss,
Some limitations in this data is that we do not know more about the team sizes,LimData,,,Discuss,
"Knowing team sizes can greatly affect the number of substitutions that can be made, which affects playing time",LimData,,,Discuss,
"Another possible piece of data that can be included are the playing times of previous World Cups, in order to get a better idea of how each World Cup may vary",LimData,,,Discuss,
"Overall, this analysis shows how playing time is distributed amongst players in the World Cup and can give a better idea to coaches of how playing time can affect games (particularly passes being made)",RQSig,,,Discuss,
