sentence,tag1,tag2,tag3,section,notes
"Figure 10 shows the plot of the residuals for the linear model, and figure 11 shows the QQ-plot of those residuals",Struct,,,RS,
"The residual plot for the linear model shows that the residuals appear to be centered around the line of 0, indicating the linearity assumption holds",MethJust,,,RS,
"However, there does not appear to be a very even or constant spread about the line of 0, indicating that perhaps the constant variance assumption for simple linear regressions does not hold",MethJust,,,RS,
"Similarly, the QQ-plot in figure 11 indicates that perhaps the Gaussian assumption of normality does not hold, as there is some deviation of the standardized residuals from the theoretical quantiles near the largest and smallest theoretical quantiles",MethJust,,,RS,
"As such, the model does not appear to fit very well",MethJust,,,RS,
"It is possible that adding a quadratic term may improve the spread and the normality of the residuals, as we did notice earlier a possible underlying curve in the relationship between lifespan and metabolic rate by unit body mass for species",MethJust,,,RS,
"Alternatively, perhaps performing a bootstrap regression might improve the linearity given the constant variance violations",MethDef,MethJust,,RS,
(4) The difference in the models does appear significant as there is very large differences in prediction error between splines at lower versus higher degrees of freedom,MethJust,,,RS,
"Similarly, the standard errors of the models for the lower degrees of freedom are much higher those of the models with higher degrees of freedom",MethJust,,,RS,
"As the prediction error and standard errors for the models of higher degrees of freedom do not change much, we have relatively low uncertainty and as such can be confident in our estimates of the prediction error to say that there is a significant difference between the models",MethJust,,,RS,
"(5) As the residuals are centered around mean 0, but they appear to not have a constant spread, indicating that perhaps they do not depend on the metabolic rate per unit body mass, we should use a method of nonparametric bootstrapping and resample the residuals to assess uncertainty so as to prevent accidental convergence on the wrong model",MethDef,MethJust,,RS,
Results,Title,,,RS,
"To assess whether animals with lower metabolic rates have longer lifespans, we will use a 95% confidence interval to check if the true population coefficient of the slope of the linear regression is different from 0",MethDef,,,RS,
"To do such, we will test the following null and alternative hypotheses: $H_0$: $beta_1$ = 0 $H_a$: $beta_1$ $neq$ 0",MethDef,,,RS,
"The estimated slope, $beta_1$, is -26.582 Watts per gram",ResDesc,,,RS,
This means the expected difference in the square root of the lifespan of two subjects of the same species that happen to have a square root of metabolic rate per unit body mass differing by 1 Watt per gram is -26.582 Watts per gram,IntVar,,,RS,
"The estimated 95% confidence interval was found to be [-30.819, -22.345], which does not include 0",ResDesc,,,RS,
"This means that the values in the interval are values for the estimated slope, $beta_1$, that are consistent with the data and model assumptions for the prediction of the square root of the lifespan of a species based on the square root of their metabolic rate per unit body mass of the species",IntVar,,,RS,?
"The values in this interval are unable to be rejected as plausible values for the slope given the assumptions and limitations of the model, which we assume only fails less than 5% of the time",Other,,,RS,Trying to explain what CI means
"As this is the case, the predicted slope of -26.582 Watts per grams falls within this interval, and as such we reject the null hypothesis that the true slope is 0 (the null that there is no relationship)",IntVar,,,RS,
"Similarly, the p-value of the slope is reported to be less than 2x$10^{-16}$, which also indicates a significant, negative relationship between the two",ResDesc,,,RS,
"Given this, we can say with 95% certainty that the true relationship between square root of the lifespan of a species and square root of the metabolic rate per unit body mass is negative and linear, indicating that animals with a lower metabolic rate have longer lifespans",IntVar,,,RS,
(1) The crab-eating raccoon has an initial lifespan of 19 years and an initial metabolic rate of 2.588 Watts with an initial body mass of 1160 grams,ResDesc,,,RS,
A raccoon that has a rate 50% smaller than the given rate would have a metabolic rate of 1.294 Watts,IntVar,,,RS,
(2) Our model is constructed as follows: $sqrt{Lifespan}$ = -26.582  $sqrt{Metabolic Rate per Unit Body Mass}$ + 5.335,MethDef,,,RS,
"Using this model, we calculate the square root of the Lifespan of a raccoon with a body mass of 1160 grams and a metabolic rate of 1.294 Watts to be approximately 4.45 years, meaning the lifespan of the raccoon would be 19.78 years",ResDesc,,,RS,
"(2) Finally, we performed bootstrapping to create a 95% confidence interval to test this lifespan of the raccoon",MethDef,,,RS,
We used the 1000 bootstrap iterations to create the interval,MethDef,,,RS,
"The confidence interval created was [0.005061, 5.062], which does not include the calculated value and as such we conclude that at 95% confidence, the longevity of the crab-eating raccoon calculated is not the true value as it does not fall within the interval",IntVar,ResDesc,,RS,
Conclusions,Title,,,Discuss,
"In summary, there appears to be an underlying negative linear relationship between metabolic rate per unit body mass and lifespan of a given species",ResDesc,,,Discuss,
"(1) This means that in general, as a species metabolic rate decreases (normalized to their body mass), their life span should increase in a linear fashion",IntVar,,,Discuss,
"We cannot conclude that reducing the crab-eating raccoon's metabolic rate by 50% would cause its lifespan to change as the value calculated did not fall within our 95% confidence interval, indicating we cannot reject the null that changing the raccoon's metabolic rate by 50% would not change the lifespan of the raccoon",IntVar,ResDesc,,Discuss,
"(2) As was seen in figures 10 and 11 above, there are a few violations of the linearity assumption, particularly that the residuals appear to not have a constant variance of have the error normally distributed",LimAna,,,Discuss,
"(3) As such, it is important to consider that the intervals calculated are based on a linear model that assumes these hold, when they are in fact violated, which may lead to inaccuracies in the predicted values",LimAna,,,Discuss,
