sentence,tag1,tag2,tag3,section,notes
"Therefore, it seems that our residuals are normally distributed which leads us to use parametric bootstrapping method to compare 95% confidence interval",MethDef,MethJust,,RS,
"Parametric bootstrapping produced 95% confidence interval of [106.0964,124.3239] which is very similar to one we got before(6)",ResInf,MethDef,,RS,
"The difference between 2 confidence interval is minimal, suggesting they seem support that data may be from poisson distributiion with errors coming from normal distribution(7)",IntVar,,,RS,???
Conclusions,Title,,,Discuss,
(1)Throughout the research we found that there is an association between pollutants mentioned and death rate,ResInf,,,Discuss,
Hypothesis test was conducted to conclude that there is significant statistical evidence to support the model with pollutants over model with only temperature,MethDef,MethJust,,Discuss,
Further testing with cross-validation with 5 fold revealed that the model with lagged variables perform better than the model with original variable based on MSE,MethDef,MethJust,,Discuss,
It means that effects of pollutants extend over time,IntVar,,,Discuss,
Comparison with parametric bootstrapping 95% confidence interval confirmed that our assumptions on the model2 are correct,MethDef,MethJust,,Discuss,
"However, keep in mind that MSE difference bewteen two models is rather small",LimAna,,,Discuss,Int???
"With our best model2, we predicted the death rate using the minimal observed value in the data with temperature set to 70 to answer Jorgensen's question",RQDef,,,Discuss,IntImp?
The prediction returned 114.8476 which is included in our confidence intervals,ResInf,,,Discuss,
It seems that spending a fortune to decrease is not recommended because our prediction is not a lot lower than the median death which is 114,IntImp,,,Discuss,
"Furthermore, as stated before, this study is based on observational data which means we can't conclude decreasing pollutants will lead to decrease in mortality rate",IntImp,LimAna,,Discuss,
There are some limitations to address in this research,Struct,,,Discuss,
"In processing data, we removed all observations that contain NA value",LimAna,,,Discuss,
This decreased the size of the data we fit our models,LimAna,,,Discuss,
"Furthermore, the dataset is specific to one region, Chicago",LimData,,,Discuss,
"Therefore, it is hard to extrapolate meaningful conclusion from region specific research to globally",LimData,,,Discuss,
Dataset with various regions and locations could enrich the research in the future,FuWork,,,Discuss,
