sentence,tag1,tag2,tag3,section,notes
"With our observational data on deaths and pollutants in Chicago, we can not extrapolate our findings to other cities and we can not make a causal claim that significantly reducing the pollutant levels to the lowest measures ever recorded will reduce the mean death rate for Chicago on a 70 degree day",IntImp,LimAna,,Intro,
Jorgensen is better off spending his fortunes on other more influential factors that can prolong his lifespan such as investing in his personal health and wellbeing,IntImp,,,Intro,
Investment in drastically reducing pollutant levels may be in vain due to regulatory barriers and they may not have a direct effect on mortality,IntImp,,,Intro,
Exploratory Data Analysis,Title,,,Data,
"The key variables we will be exploring will be air pollutants (i.e., PM10, Sulfur Dioxide, Ozone), mean temperature, their 7 day averages (lagged), and non-accidental deaths across the 4,012 observations in the subset of the Chicago air quality dataset",DataDesc,,,Data,
"For our analysis, we shifted the pollution variables such that they contain negative values",MethDef,,,Data,DataDesc?
"In reality, these pollutants' concentrations and densities can not be negative",Other,,,Data,?
"Before we build our models, we must explore the shape and distribution of each variable indivdually",Struct,,,Data,
We will start by exploring our predictor variables,Struct,,,Data,
"In tables 1 and 2, we can see summary statistics for all the daily (table 1) and lagged (table 2) variables in our dataset",Struct,,,Data,
"These statistics provide means, mediands, and ranges for the data that will be informative when making inferences and building our model",Struct,,,Data,???
"In figures 1, 2, and 3, we can see a histograms and boxplots for the three air pollutants (daily and lagged)",Struct,,,Data,
The histogram visualizes the distribution of these variables as being skewed right without a normal distribution,DataStat,,,Data,
The boxplots clearly shows outliers comprised of days with large concentrations of the respective air pollutants,DataStat,,,Data,
They also visualize that all three pollutant vairables are roughly centered about zero (keeping in mind that they were shifted and zero does not represent their true mean),DataStat,MethDef,,Data,
"In figure 3, we can see the histogram and boxplot for mean temperature (daily and lagged) in Chicago from 1987 to 2000",DataStat,,,Data,
The histogram shows that temperature has a slightly left skewed and non-normal distribution,DataStat,,,Data,
The boxplot visualizes that there is a single outlier of an extremely cold day in chicago (apporximately -15 degrees) and it shows that temperature is roughly centered about 50 degrees farenheit,DataStat,,,Data,
"(1) Next we will explore our response variable, log of non-accidental deaths",Struct,,,Data,
"Given that we will be using poisson generalized additive models (GAM), we will examine the log transformation of our death variable",Struct,MethDef,,Data,
Figure 5 depicts the histogram and boxplot for our response variable,Struct,,,Data,
"Based on the histogram, we can see that our response is approximately symmetrical and normally distributed",DataStat,,,Data,
The boxplot clearly visualizes several outliers that are both low values and high values of log of deaths,DataStat,,,Data,
"However, there approximately 5 outliers that are unusually large and that suggest there were a handful of days in Chicago where the number of non-accidental deaths were abnormally large",DataStat,IntVar,,Data,
(2) We will now explore the relationship between our predictors and our response,Struct,,,Data,
"Figure 6 shows the scatterplots of air pollutants (i.e., pm10, ozone, sulfur dioxide) and temperature against log of accidental deaths",Struct,,,Data,
While Figure 7 shows the same relationships but with the lagged predictors,Struct,,,Data,
Looking at all eight scatterplots we can see outliers for large values of the log of deaths when plotted against the predictors,DataStat,,,Data,
It is important to note that these outliers are plotted at zero values for the pm10 and sulfur dioxide pollutants while they are plotted at high values of the ozone pollutant and temperature,DataStat,,,Data,?????
This suggests that these outliers may be related to high temperatures and/or high ozone concentration,IntVar,,,Data,
"Other than the outlier, the relationship between the log of deaths and the pollutants appear to be relatively constant with no obvious positive or negative slope",DataStat,,,Data,
"Similarly, the log of deaths appears to be relatively constant across temperatures with possibly a slight negative slope such that the log of deaths decrease as temperature increases",DataStat,,,Data,
Figure 8 shows us deaths and log of deaths over time (1987 to 2000),Struct,,,Data,
"Although we are using log of death as our response in our modeling, we belive that including the non-transformed time series can provide valuable and relevant insight to understanding the data",MethDef,MethJust,,Data,
"Looking at these time series plots, we can see a seasonal oscillation of deaths and log deaths across time",DataStat,,,Data,
This can be due to seasonal weather changes that influence both temperature and air pollution levels,IntImp,,,Data,???
Clear outliers we can in both plots are an unusually large amount of deaths in the summer of 1995,IntImp,,,Data,
"Specifically, these outliers can be contributed to the 1995 Chicago Heat Wave (https://www.ncdc.noaa.gov/news/climate-history-july-1995-chicago-area-heat-wave) (https://acp.copernicus.org/articles/16/11601/2016/acp-16-11601-2016.pdf)",IntImp,,,Data,
"This event marked five days in 1995, from July 12 to July 16, of record high temperatures and overwhelming humidity which resulted in 739 heat-related deaths",Context,,,Data,
"A majority of these deaths were elderly Chicago residents who could not afford air conditioning or were reluctant to open their windows in fear of crime (i.e., home invasion)",Context,,,Data,
High levels of heat resulted in air pollutants and humidity being increasingly concentrated in the ground level where they have a more detrimental impact to people's health,Context,,,Data,
High temperatures do not have a large impact on sulfur dioxide and PM10 but it does speed up the chemical processes for ozone air pollutants,Context,,,Data,
"Although this event is partially explained by high temperature and ozone levels, our data does not contain information regarding humidity levels which plays a significant role to the 1995 Heat Wave's deadly nature",LimData,IntImp,,Data,???
"Therefore, since this event is not appropriately explained by the variables in our data we decided to remove the event from our dataset",MethDef,MethJust,,Data,
Keeping this event in our data would have potentially positvely biased our regression such that predictions for the mean number of deaths would be overestimated,MethJust,,,Data,
Figure 8 shows the time series of deaths and log deaths from 1987 to 2000 without this event,Struct,,,Data,
We can see that the outliers of high numbers of deaths during the summer of 1995 are now gone while the seasonal pattern persists,DataStat,MethJust,,Data,?
(3) Figure 10 depicts the time series data for pollutants and temperature in Chicago from 1987 to 2000,Struct,,,Data,
(4) An interesting trend in these models is that the ozone and temperature data appears to seasonally osciallating over the years while the sulfur dioxide and pm10 polluntants appear to be relatively constant over time with no distinguishable pattern,DataStat,,,Data,
This suggest that temperature and ozone levels may be related such that increasing temperatures result in increasing ozone levels,IntVar,,,Data,
"However, when we look at the lagged time series in figure 11 we can see that all pollutants and termperature variables exhbit a seasonal oscillating pattern",DataStat,,,Data,
This valuable insight suggests that using the 7 day averages of the pollutant concentrations and temperature may better fit the response (log deaths) relative to the daily measured predictors since our response also exhibits seasonal oscillation across time,MethJust,MethDef,,Data,
Modeling & Diagnostics,Title,,,RS,
"We constructed two Poisson generalized additive models with a log link to fit the relationship between deaths, the pollutants, and temperature as well as to answer Jorgensen's questions about pollutants impact on mortality",MethDef,,,RS,
Our first model (model 1) uses the covariates that provide daily measurements (not lagged) and the second model (model 2) uses the covariates that are calculated using 7 day averages (lagged versions),MethDef,,,RS,
All the predictors are fit using spline smoothers with 4 degrees of freedom,MethDef,,,RS,
These models can be seen below,Struct,,,RS,
"Note that s() denotes a spline smoothing function and the subscript under the s denotes the degrees of freedom (i.e., 4 degrees of freedom)",Other,,,RS,???
We kept the degrees of freedom at four for all spline smoothing terms for simplicity and speed when conducting our modeling and diagnostics analysis,MethDef,MethJust,,RS,
"Since our outcome variable is based on counts, we decided to use a poisson regression in our generalized additive model (GAM) which are commonly used with count reponses",MethDef,MethJust,,RS,
The usual link function for a poisson GAM is log,MethJust,,,RS,
"Therefore, in our model the reponse, deaths, is given a natural log transformation since log and natural log are synonymous in this context",MethDef,MethJust,,RS,
We distinguished the models such that model 1 contains the daily pollutant and temperature covariates and model 2 contains the lagged versions of these variables,MethDef,,,RS,
We made this distinction so that when we compare which model better fits the data we would be able to analogously answer one of Jorgansen's question and see whether the effects of pollutants on mortality are immediate (model 1) or if they extend over time (model 2),MethJust,,,RS,?
"(1) Next in our modeling analysis, we will determine which of these two models best fit the data by calculating each model’s prediction error and standard error using cross-validation techniques",MethDef,,,RS,
Table 3 depicts the prediction errors and standard errors for the models 1 and 2 which we produced using 5-fold cross-validation,Struct,MethDef,,RS,
"Based on these results, we determined that model 2 (lagged model) provided the best fit for the data since it has the smallest prediction error (0.011542)",MethJust,MethDef,,RS,
(2) It is important to note that based on the uncertainty in your estimates of the prediction error the difference between the models' prediction errors does appear to be significant,MethJust,,,RS,
Such that the difference between the prediction errors of model 1 and 2 (approximately 0.000869) is greater than the standard error of model 2 (0.000347),MethJust,,,RS,
"Although the prediction error difference and model 2 standard error are relatively close and depend on the set of random folds we select, based on our random fold we can confidently say that our lagged model (model 2) is a better fit to the data than our un-lagged model (model 1)",MethJust,MethDef,,RS,
"For the remainder of our analysis, we will use model 2 since our cross validation techniques determined that it was the better model of the two (3)",MethDef,,,RS,
We must now examine the residual diagnostics of our lagged Poisson GAM to see whether the model assumptions hold,Struct,MethJust,,RS,?
"The model assumptions for Poisson GAMs are similar to those of linear models such that they include the errors are normal, homoskedastic, and that the observations are independent",Other,MethJust,,RS,???
Figure 12 depicts the residual plots and qq plot for our selected model,Struct,MethJust,,RS,
We plotted the residuals against each predictor in the model along with the fitted values,Struct,MethJust,,RS,
"Based on all five residual plots, the residuals appear to have a random spread approximately centered about zero",MethJust,,,RS,
"However, when plotted against the lagged PM10 and sulfur dioxide concentration, the residuals may be heteroskedastically distributed such that the residuals fan out from the right to the left",MethJust,,,RS,
This means that residuals are more widely distributed across smaller values of these two pollutants and are more narrowly distributed for larger values of these two pollutants,MethJust,,,RS,
This is a minor violation of the homoskedasticity assumption,MethJust,,,RS,
"Looking at the qqplot, we can see that the points closely follow the diagonal without any deviations at the tails",MethJust,,,RS,
This suggests that the residuals are normally distributed,MethJust,,,RS,
To improve our model to address this minor error of heteroskedasticity we could have used a robust GAM which includes robust standard errors within our spline smoothing functions in the model,MethDef,MethJust,,RS,
"Other than this minor deviation, our model met all the assumptions necessary and appears to fit well",MethJust,,,RS,
Results,Title,,,RS,
To determine how well our lagged model fits the data we conducted a global goodness-of-fit test,MethDef,,,RS,
"Using the model's deviance and residuals, we calculated the chisquare distribution function and determined the p-value was approximately 0",MethDef,ResInf,,RS,??
This suggests that we should reject the null hypothesis that the lagged poisson GAM fits the data well,MethJust,,,RS,??
"This is not a surprise given that our predictors (lagged pollutant and temperature data) only encompass a fraction of the many variables that are related with non-accidental deaths (i.e., underlying health conditions, crime levels)",IntImp,,,RS,
Next we must determine whether the pollutants are associated with mortality,Struct,,,RS,
"To do so, we fit a poisson GAM that only includes the lagged temperature as its feature (Model 3) to compare it against our full lagged GAM with the pollutants and temperature as its features (Model 2) using a hypothesis test",MethDef,,,RS,
"Note that these models were fitted to the same data using the same smoothing parameter selection method (i.e., smoothing spline with 4 degrees of freedom)",MethDef,,,RS,
Our hypothesis test compared the deviance between the between the nested and full model and output that there was a drop in deviance of 97.405 with 12 degrees of freedom and this corresponded with a p-value of 1.792e-15,ResInf,MethJust,,RS,???
"Given that our p-value is less than 0.01, we can say that we have statistically sufficient evidence at the 1% level to reject the null hypothesis that the lagged pollutants' coefficients missing in the nested model (model 3) compared to the full model (model 2) are not different from zero",MethJust,,,RS,
This suggests that the lagged air pollutants may very well be associated with mortality and that our model fits the data better when we include these pollutant features in our poisson GAM (2),IntVar,,,RS,
"Based on our cross-validation results in the previous section, we believe that the effect of pollution appears to extend over time",IntVar,,,RS,IntImp
Our cross validation prediction error was lowest with the poisson GAM with lagged pollutants and temperature compared to our model with daily averages (non-lagged),MethJust,,,RS,
"The difference between the two models' prediction errors appeared to be significant given that the difference was greater than the uncertainty in your estimates of the prediction error (i.e., standard error)",MethJust,,,RS,
"Therefore, this suggests that a lagged model where pollutant and temperature measurements are 7 day averages fit the data better than our model using daily or instantaneous pollution and temperature estimates (3)",MethDef,,,RS,
To gather evidence to suggest which polluntants appear to be most associated with mortality we plotted the partial response functions showing the average relationship between each variable and the outcome (Figure 13),MethDef,RQDef,,RS,RQDef?
Note that uncertainty is greater where there are less observations for each respective input variable,DataStat,,,RS,?????
"Given that the partial response functions for lagged PM10 and ozone show noticeable curvature and slope while that of lagged sulfur dioxide appears more flat with a small slope and less curvature, we have evidence to suggest that the lagged PM10 and ozone variables appear to be most associated with mortality among the pollutants",ResDesc,,,RS,IntVar
Lagged temperature also appears to be associated with mortality given the relatively steep slope of its partial repsonse function,ResDesc,,,RS,
"(4) These conclusions are consistent with a Wald test of significance for each smooth term in our GAM where we found p-values of 1.08e-07, 3.36e-06, and < 2e-16 for lagged PM10, ozone, and temperature respectively which suggests that we should reject the null hypothesis that these variables do not contribute to the model's fit at a significance level of 1%",ResInf,MethJust,,RS,
The p-value for lagged sulfur dioxide is 0.0242 which suggests that we should fail to reject the null hypothesis at the 1% level,ResInf,,,RS,
Next we will predict and produce a 95% confidence interval for the mean number of non-accidental deaths on a 70 degree day with the smallest levels of pollutants,MethDef,,,RS,
"The smallest values for lagged PM10, ozone, and sulfur dioxide are -24.12 $mg/m^3$, -18.92 ppb, -4.64 ppb respectively",DataStat,,,RS,??
We are 95% confident the mean number of non-accidental deaths on a 70 degree day with the lowest amount of recorded pollutant levels will be between 105.89 and 112.64 deaths,ResInf,IntVar,,RS,
We also predict that the mean estimate for this value would be 109.21 deaths,ResInf,,,RS,???
(5) To determine which bootstrapping method is appropriate for this data we must refer to our conclusions from examining the residual diagnostics,Struct,MethJust,,RS,
"Given that we identified slight heteroskedasticity and poisson GAM is non-linear, we can not conduct a fully parametric or resampling of residuals bootstrap method",MethDef,MethJust,,RS,
"Rather, we should use a resampling of cases approach which only makes the assumption that the response (log of deaths) and predictor (lagged pollutants and temperature) variables are independent and identically distributed random variables",MethDef,MethJust,,RS,
We calculated a 95% pivotal confidence interval for the mean number of non-accidental deaths using 1000 bootstrap iterations,MethDef,,,RS,
"Based on this confidence interval, we are 95% confident that the mean of non-accidental deaths fall between 104.52 to 113.8 on a 70 degree Chicago day with the minimum values of the three pollutants (PM10, SO2, Ozone) in the data",ResInf,IntVar,,RS,
(6) The bootstrapped confidence interval is wider than the confidence interval derived by simply predicting from the model without a bootstrap,ResInf,,,RS,
"This suggests that the uncertainty (i.e., standard error) from the bootstrap is larger than the estimate that relies on the usual linear model assumptions",LimAna,,,RS,?
"Therefore, this indicates that one or more of our model assumptions may be violated and based on our analysis of residual diagnostics in the modeling and diagnostics section we can infer that the residuals do not have a constant spread",LimAna,,,RS,?
A heteroskedasticity violation means that our confidence intervals based on our model's standard errors are not reliable,LimAna,,,RS,?
Conclusions,Title,,,Discuss,
"In this study, we used a poisson GAM with lagged predictors to examine the relationship between mortality and pollutants",RQDef,MethDef,,Discuss,
"Before we delve into the findings, we must preface that all of our findings are purely associative and not causal because are models are based off of observational data",LimAna,IntImp,,Discuss,
We found that there is evidence that the 7 day averages of pollutants are associated with mortality,ResInf,,,Discuss,IntVar?
"Therefore, the relationship of pollution and mortality extends over time rather than being instantaneous",ResInf,,,Discuss,IntVar?
"Specifically, the lagged PM10 and ozone concentration variables where the two atmospheric pollutants most associated with mortality while sulfur dioxide has a smaller relationship with mortality",ResInf,,,Discuss,IntVar?
(1) Preston Jorgensen can not conclude that reducing pollutants would cause mortality to decrease to approximately 109 non-accidental deaths per day because our data is not causal and does not hypothesize a causal relationship between mortality and the reduction of air pollutants,IntImp,LimAna,,Discuss,
"Therefore, we do not recommend that Jorgensen should spend his enormous fortune to try to reduce pollution to their lowest levels recorded in the data because we can not assert that pollution has a causal effect on mortality",IntImp,,,Discuss,
"To prolong his life, Jorgensen's best course of action would be to invest in a healthy lifestyle with proper exercise and diet because investing in reducing city-wide pollution levels in the hopes of reducing mortality is a lofty and uncertain goal",IntImp,,,Discuss,
"(2) (https://www.cellabox.com/single-post/4-most-dangerous-air-pollutants-in-2017) As for limitations in our analysis, I believe that there are potential confounders unaccounted for in the Chicago pollutants dataset that impact non-accidental deaths",LimAna,,,Discuss,
"As mentioned earlier, it would have been useful to measure more weather related characteristics other than temperature such as humidity levels",LimAna,,,Discuss,
"High levels of humidity can cause respitory issues for the elderly and individuals with respitory illnesses (i.e., Asthma) that can lead to health complications such as pneumonia and ultimately death",Context,LimAna,,Discuss,?
It would have also been helpful if the dataset contained information on different types of air pollutants that are known to impact health such as nitrogen dioxide and indoor radon,LimData,,,Discuss,
"It is possible that the inclusion of these pollutants could have change our model selection, findings, and subsequent recommendations for Jorgenson when it comes to investing in ways to mitigate pollution and reduce mortality",LimAna,,,Discuss,???
"Furthermore, it to have more generalizable data it would be helpful to have observations for more cities in the US other than Chicago (i.e., Miami, New York City, Houston)",LimData,,,Discuss,
This would give us better grounds to extrapolate our findings across most if not all US cities,LimData,,,Discuss,
"Presently we can not do so because we only have mortality, pollution, and temperature data for Chicago",LimData,,,Discuss,
